payment_id,booking_ref,event_ts_utc,amount,currency,method,status
PAY700289,CUNL6R,2026-05-10T08:39:01Z,294247.82,PKR,bank_transfer,CAPTURED
PAY700520,HU6U37,2026-05-10T08:43:32Z,61371.03,PKR,card,CAPTURED
PAY700529,J9H8G0,2026-05-10T10:33:03Z,80922.72,PKR,easypaisa,CAPTURED
PAY700506,8Z7J93,2026-05-10T11:05:38Z,235865.95,PKR,jazzcash,CAPTURED
PAY700481,BVUJ2X,2026-05-10T17:33:08Z,52558.67,PKR,easypaisa,CAPTURED
PAY700465,2CBUYD,2026-05-10T21:11:47Z,326230.38,PKR,easypaisa,CAPTURED
PAY700401,EM40B1,2026-05-10T21:33:45Z,34241.81,PKR,card,CAPTURED
PAY700522,MMK54K,2026-05-10T21:41:50Z,49374.37,PKR,bank_transfer,REFUNDED
PAY700675,QT1VDN,2026-05-10T22:50:52Z,4250.53,AED,bank_transfer,FAILED
PAY700676,QT1VDN,2026-05-10T22:53:52Z,4250.53,AED,bank_transfer,CAPTURED
PAY700567,SWJ44B,2026-05-10T23:34:17Z,236060.33,PKR,wallet,CAPTURED
PAY701014,L9VZM4,2026-05-10T23:52:50Z,381543.71,PKR,wallet,CAPTURED
PAY700654,ZDZGFN,2026-05-11T01:22:02Z,38500.48,PKR,wallet,CAPTURED
PAY700663,THT25N,2026-05-11T01:53:04Z,185046.18,PKR,card,FAILED
PAY700664,THT25N,2026-05-11T02:29:04Z,185046.18,PKR,bank_transfer,CAPTURED
PAY700142,LMS5HP,2026-05-11T04:00:10Z,45392.47,PKR,easypaisa,CAPTURED
PAY700494,Z43Q0S,2026-05-11T05:38:32Z,170531.2,PKR,card,FAILED
PAY700495,Z43Q0S,2026-05-11T05:45:32Z,170531.2,PKR,card,CAPTURED
PAY700299,5PBQ4N,2026-05-11T05:55:52Z,700947.15,PKR,card,CAPTURED
PAY700541,2E3ST5,2026-05-11T06:11:43Z,1275.9,USD,jazzcash,CAPTURED
PAY700361,1YDCEG,2026-05-11T07:38:14Z,51152.77,PKR,jazzcash,FAILED
PAY700362,1YDCEG,2026-05-11T08:12:14Z,51152.77,PKR,jazzcash,CAPTURED
PAY700660,EA1G18,2026-05-11T09:31:46Z,4745.82,AED,bank_transfer,CAPTURED
PAY700112,66FJM3,2026-05-11T09:50:57Z,77569.87,PKR,jazzcash,CAPTURED
PAY700798,XZZ9YX,2026-05-11T12:37:56Z,33006.87,PKR,easypaisa,CAPTURED
PAY700875,THN17U,2026-05-11T13:38:26Z,66291.04,PKR,card,CAPTURED
PAY700064,8M188Z,2026-05-11T19:36:23Z,56450.96,PKR,card,FAILED
PAY700065,8M188Z,2026-05-11T20:11:23Z,56450.96,PKR,card,CAPTURED
PAY700326,HU0SB5,2026-05-11T22:20:03Z,176157.81,PKR,easypaisa,CAPTURED
PAY701006,AZUWNV,2026-05-12T03:36:59Z,110554.4,PKR,jazzcash,CAPTURED
PAY700862,2RCPX0,2026-05-12T12:52:45Z,77807.16,PKR,jazzcash,CAPTURED
PAY700602,06HU2R,2026-05-12T13:28:09Z,135750.8,PKR,card,CAPTURED
PAY700261,J7BN91,2026-05-12T14:08:04Z,83608.02,PKR,jazzcash,CAPTURED
PAY700647,CQEWCM,2026-05-12T17:03:53Z,88705.12,PKR,card,CAPTURED
PAY700441,QEMD31,2026-05-12T17:33:11Z,418114.27,PKR,wallet,CAPTURED
PAY700094,J8R1PC,2026-05-12T18:19:03Z,112450.07,PKR,easypaisa,CAPTURED
PAY700440,13H9QB,2026-05-12T19:04:34Z,140824.6,PKR,card,CAPTURED
PAY700843,9ZWUYR,2026-05-12T21:44:57Z,51617.5,PKR,bank_transfer,CAPTURED
PAY700110,XP9MAR,2026-05-13T01:20:08Z,23055.67,PKR,easypaisa,CAPTURED
PAY700222,YJ3B3E,2026-05-13T04:52:05Z,34515.18,PKR,easypaisa,CAPTURED
PAY700892,UFVF8X,2026-05-13T05:11:02Z,88849.96,PKR,wallet,CAPTURED
PAY700484,0ZAXGG,2026-05-13T06:49:39Z,78544.66,PKR,card,CAPTURED
PAY700500,23VSAV,2026-05-13T06:53:38Z,65806.27,PKR,card,CAPTURED
PAY700381,076RR4,2026-05-13T08:17:29Z,189373.3,PKR,card,CAPTURED
PAY700444,E5LB0S,2026-05-13T08:47:43Z,79070.14,PKR,wallet,CAPTURED
PAY700232,NA282B,2026-05-13T08:52:53Z,3254.66,AED,easypaisa,CAPTURED
PAY700363,53NJZ1,2026-05-13T10:11:17Z,60947.2,PKR,card,CAPTURED
PAY700989,6U2253,2026-05-13T13:35:13Z,66432.24,PKR,wallet,CAPTURED
PAY700433,HDX7ZW,2026-05-13T20:17:39Z,113570.25,PKR,bank_transfer,CAPTURED
PAY700906,HU8TFF,2026-05-13T20:33:19Z,86344.7,PKR,easypaisa,CAPTURED
PAY700459,6PE71D,2026-05-13T21:43:59Z,169476.84,PKR,bank_transfer,REFUNDED
PAY700148,0P0CJ8,2026-05-13T21:47:54Z,37697.79,PKR,easypaisa,CAPTURED
PAY700768,V8NMS4,2026-05-13T23:27:56Z,154530.88,PKR,card,CAPTURED
PAY700294,69SNPA,2026-05-14T01:34:35Z,186740.5,PKR,easypaisa,CAPTURED
PAY701047,VF904E,2026-05-14T03:59:45Z,176122.63,PKR,card,CAPTURED
PAY700266,0KKV7H,2026-05-14T06:06:22Z,49911.16,PKR,wallet,CAPTURED
PAY700868,2BQYAL,2026-05-14T06:58:11Z,245673.01,PKR,card,CAPTURED
PAY700012,H5Z5R0,2026-05-14T07:50:56Z,60674.41,PKR,wallet,CAPTURED
PAY700626,4T6ZZ9,2026-05-14T08:34:23Z,120983.33,PKR,easypaisa,CAPTURED
PAY700408,7C4D15,2026-05-14T10:50:05Z,36810.65,PKR,easypaisa,CAPTURED
PAY700716,Y88E43,2026-05-14T11:44:15Z,118836.85,PKR,easypaisa,CAPTURED
PAY700579,2YSKGK,2026-05-14T13:52:56Z,159793.8,PKR,bank_transfer,CAPTURED
PAY700187,L1GEF3,2026-05-14T14:49:34Z,153442.05,PKR,bank_transfer,FAILED
PAY700188,L1GEF3,2026-05-14T15:04:34Z,153442.05,PKR,easypaisa,CAPTURED
PAY700982,3F71FS,2026-05-14T16:48:31Z,150748.76,PKR,easypaisa,CAPTURED
PAY700957,BEMZGS,2026-05-14T17:45:20Z,93985.74,PKR,bank_transfer,CAPTURED
PAY700884,39THF1,2026-05-14T18:55:48Z,87657.58,PKR,wallet,CAPTURED
PAY700365,A6ZCFX,2026-05-14T19:21:42Z,93788.05,PKR,jazzcash,CAPTURED
PAY700045,HA6ZKP,2026-05-14T23:34:52Z,295990.38,PKR,card,FAILED
PAY700021,7RUY70,2026-05-14T23:40:41Z,18514.41,PKR,bank_transfer,CAPTURED
PAY700046,HA6ZKP,2026-05-14T23:47:52Z,295990.38,PKR,wallet,CAPTURED
PAY700633,XW393R,2026-05-15T02:18:37Z,76345.21,PKR,easypaisa,CAPTURED
PAY700863,EVUEQ1,2026-05-15T02:59:20Z,165107.65,PKR,card,CAPTURED
PAY700352,CMMVW9,2026-05-15T04:52:22Z,65446.95,PKR,bank_transfer,CAPTURED
PAY700445,W7GEXR,2026-05-15T04:56:21Z,115577.61,PKR,card,CAPTURED
PAY700449,GWJKJW,2026-05-15T05:27:47Z,110138.42,PKR,jazzcash,CAPTURED
PAY700804,DTY7UW,2026-05-15T06:20:54Z,95509.65,PKR,easypaisa,CAPTURED
PAY700079,1PMKCS,2026-05-15T07:48:06Z,116490.95,PKR,card,CAPTURED
PAY700255,GEZZ5D,2026-05-15T16:43:10Z,37267.89,PKR,bank_transfer,FAILED
PAY700256,GEZZ5D,2026-05-15T16:51:10Z,37267.89,PKR,jazzcash,CAPTURED
PAY700275,YG44BY,2026-05-15T17:34:38Z,34620.67,PKR,bank_transfer,CAPTURED
PAY700059,DFFYPL,2026-05-15T19:39:26Z,73533.44,PKR,bank_transfer,CAPTURED
PAY700980,T5ASW6,2026-05-15T20:28:42Z,50730.59,PKR,card,CAPTURED
PAY700165,3BMF1A,2026-05-15T21:31:23Z,50039.73,PKR,easypaisa,CAPTURED
PAY700152,8G93W8,2026-05-15T21:52:47Z,89943.89,PKR,wallet,CAPTURED
PAY700247,6JLXMV,2026-05-15T22:38:33Z,51731.03,PKR,easypaisa,FAILED
PAY700248,6JLXMV,2026-05-15T22:56:33Z,51731.03,PKR,jazzcash,CAPTURED
PAY700367,6FGGMY,2026-05-16T03:17:29Z,134458.11,PKR,easypaisa,CAPTURED
PAY700114,SHHVJ3,2026-05-16T04:20:27Z,436668.83,PKR,card,CAPTURED
PAY700212,TDTBZR,2026-05-16T05:34:50Z,85158.54,PKR,card,FAILED
PAY700213,TDTBZR,2026-05-16T05:43:50Z,85158.54,PKR,card,CAPTURED
PAY700427,NBHDH8,2026-05-16T05:55:59Z,88428.99,PKR,jazzcash,CAPTURED
PAY700160,MVD1VF,2026-05-16T06:01:00Z,287245.76,PKR,jazzcash,FAILED
PAY700161,MVD1VF,2026-05-16T06:25:00Z,287245.76,PKR,wallet,CAPTURED
PAY700774,LR6SZB,2026-05-16T08:06:24Z,74409.36,PKR,bank_transfer,FAILED
PAY700775,LR6SZB,2026-05-16T08:20:24Z,74409.36,PKR,easypaisa,CAPTURED
PAY700052,EDYLT2,2026-05-16T09:54:54Z,352130.33,PKR,bank_transfer,FAILED
PAY700053,EDYLT2,2026-05-16T10:09:54Z,352130.33,PKR,card,CAPTURED
PAY700480,JH8P6L,2026-05-16T11:38:41Z,31685.31,PKR,wallet,CAPTURED
PAY700822,6RHC4Y,2026-05-16T12:42:55Z,68545.02,PKR,easypaisa,CAPTURED
PAY701009,WTGQNR,2026-05-16T13:44:48Z,109057.85,PKR,wallet,CAPTURED
PAY700141,F7UL9S,2026-05-16T16:09:28Z,20190.03,PKR,easypaisa,CAPTURED
PAY700758,EM3W3Y,2026-05-16T17:30:00Z,75548.62,PKR,wallet,CAPTURED
PAY700977,LCY08R,2026-05-16T17:42:29Z,104795.58,PKR,wallet,CAPTURED
PAY700281,XS14G3,2026-05-16T17:59:03Z,90919.97,PKR,easypaisa,CAPTURED
PAY700867,74YD6Q,2026-05-16T19:56:02Z,77665.45,PKR,jazzcash,CAPTURED
PAY700860,2EREC1,2026-05-16T20:49:21Z,186097.51,PKR,wallet,CAPTURED
PAY700859,2EREC1,2026-05-16T20:50:21Z,186097.51,PKR,bank_transfer,FAILED
PAY700846,01G8YT,2026-05-16T21:43:56Z,169165.45,PKR,bank_transfer,FAILED
PAY700847,01G8YT,2026-05-16T21:44:56Z,169165.45,PKR,card,CAPTURED
PAY700720,27Z5VT,2026-05-16T22:04:15Z,1159.79,AED,card,CAPTURED
PAY700123,GAQRYW,2026-05-17T04:55:02Z,15144.82,PKR,wallet,FAILED
PAY700124,GAQRYW,2026-05-17T05:18:02Z,15144.82,PKR,wallet,CAPTURED
PAY700196,5CDZX7,2026-05-17T05:51:43Z,33082.63,PKR,card,CAPTURED
PAY700794,M7P1XK,2026-05-17T08:13:39Z,386756.01,PKR,card,CAPTURED
PAY700348,1TM0QJ,2026-05-17T09:53:43Z,61742.81,PKR,bank_transfer,REFUNDED
PAY700593,2USYHP,2026-05-17T10:04:31Z,59821.11,PKR,jazzcash,CAPTURED
PAY700466,UHYTYV,2026-05-17T11:55:17Z,89835.38,PKR,bank_transfer,CAPTURED
PAY700467,UHYTYV,2026-05-17T11:56:30Z,89835.38,PKR,card,CAPTURED
PAY700301,JKQSE0,2026-05-17T13:03:32Z,22951.7,PKR,card,CAPTURED
PAY700004,VTMK7H,2026-05-17T13:08:09Z,87241.09,PKR,card,CAPTURED
PAY700405,HULCSH,2026-05-17T14:41:53Z,74141.1,PKR,bank_transfer,CAPTURED
PAY701001,L50MCB,2026-05-17T15:52:39Z,38747.53,PKR,jazzcash,CAPTURED
PAY700513,9M33P2,2026-05-17T18:08:42Z,96112.73,PKR,bank_transfer,CAPTURED
PAY700776,4VBXLC,2026-05-17T18:48:29Z,68228.58,PKR,jazzcash,CAPTURED
PAY700772,9S5LVR,2026-05-17T22:15:32Z,178373.37,PKR,wallet,CAPTURED
PAY700959,6B5GEQ,2026-05-17T23:32:27Z,50226.68,PKR,jazzcash,CAPTURED
PAY700203,MF1ZVC,2026-05-17T23:33:47Z,422224.18,PKR,wallet,FAILED
PAY700204,MF1ZVC,2026-05-18T00:04:47Z,422224.18,PKR,jazzcash,CAPTURED
PAY701019,QA4XHV,2026-05-18T00:05:58Z,40365.92,PKR,card,CAPTURED
PAY700464,U0MJ2H,2026-05-18T00:21:00Z,42726.33,PKR,wallet,CAPTURED
PAY701022,GPXAH7,2026-05-18T01:28:22Z,133048.41,PKR,wallet,CAPTURED
PAY700446,4GYBR6,2026-05-18T02:20:40Z,21726.81,PKR,bank_transfer,FAILED
PAY700447,4GYBR6,2026-05-18T02:28:40Z,21726.81,PKR,card,CAPTURED
PAY700659,8LV2QS,2026-05-18T02:44:55Z,109999.98,PKR,wallet,CAPTURED
PAY700265,M4YVDK,2026-05-18T03:07:14Z,76253.99,PKR,easypaisa,CAPTURED
PAY701042,H3DUU4,2026-05-18T09:17:57Z,166990.51,PKR,wallet,FAILED
PAY701043,H3DUU4,2026-05-18T09:27:57Z,166990.51,PKR,jazzcash,CAPTURED
PAY700477,G0WV9X,2026-05-18T10:03:16Z,156432.1,PKR,wallet,CAPTURED
PAY700713,DDZ5BF,2026-05-18T10:42:56Z,34767.95,PKR,bank_transfer,CAPTURED
PAY700006,H8WMCQ,2026-05-18T15:47:20Z,112418.75,PKR,card,CAPTURED
PAY700807,HDZM72,2026-05-18T15:55:26Z,63128.36,PKR,easypaisa,CAPTURED
PAY700665,NSW6BD,2026-05-18T16:21:54Z,77645.54,PKR,bank_transfer,CAPTURED
PAY700426,FWG3NR,2026-05-18T17:47:18Z,182454.52,PKR,card,CAPTURED
PAY701008,GHF34S,2026-05-18T19:35:29Z,77439.85,PKR,card,CAPTURED
PAY700300,Q7CG12,2026-05-18T21:15:12Z,48486.67,PKR,bank_transfer,CAPTURED
